"Match ID","Home Team","Away Team","Match Time","Time to Start","Home Odds","Draw Odds","Away Odds","Within 2 Hours","Extraction Timestamp"
"match_64_1760138355249","Norway","Israel","19:00","Unknown","1.247","11","N/A","No","2025-10-10T23:19:15.249Z"
"match_80_1760138355249","Portugal","Ireland","21:45","Unknown","1.168","19","N/A","No","2025-10-10T23:19:15.249Z"
"match_96_1760138355249","Estonia","Italy","21:45","Unknown","26.0011","1.1","N/A","No","2025-10-10T23:19:15.249Z"
"match_464_1760138355253","weiss","Lohne","15:00","Unknown","1.246","8.4","N/A","No","2025-10-10T23:19:15.253Z"
"match_512_1760138355254","Wealdstone","Whitstable","17:00","Unknown","1.246","8.4","N/A","No","2025-10-10T23:19:15.254Z"
"match_896_1760138355259","Virtus","Verona","18:30","Unknown","1.285","9.8","N/A","No","2025-10-10T23:19:15.259Z"
"match_1056_1760138355261","Municipal","Imperial","02:00","Unknown","1.285","9.4","N/A","No","2025-10-10T23:19:15.261Z"
"match_1376_1760138355265","U19","Armenia","16:00","Unknown","1.0213","35","N/A","No","2025-10-10T23:19:15.265Z"
"match_1392_1760138355265","U19","Luxembourg","16:30","Unknown","1.196","12","N/A","No","2025-10-10T23:19:15.265Z"
"match_1472_1760138355266","Germany","Kosovo","20:00","Unknown","1.0313","25","N/A","No","2025-10-10T23:19:15.266Z"
"match_1504_1760138355266","Boston","River","21:00","Unknown","2.753","2.65","N/A","No","2025-10-10T23:19:15.266Z"
"match_32_1760138355248","Latvia","Andorra","16:00","Unknown","1.553","N/A","N/A","No","2025-10-10T23:19:15.248Z"
"match_48_1760138355248","Hungary","Armenia","19:00","Unknown","1.355","N/A","N/A","No","2025-10-10T23:19:15.248Z"
"match_112_1760138355249","Serbia","Albania","21:45","Unknown","1.803","N/A","N/A","No","2025-10-10T23:19:15.249Z"
"match_128_1760138355249","Spain","Georgia","21:45","Unknown","1.158","N/A","N/A","No","2025-10-10T23:19:15.249Z"
"match_144_1760138355249","Bulgaria","Turkey","21:45","Unknown","11.005","N/A","N/A","No","2025-10-10T23:19:15.249Z"
"match_176_1760138355250","Uae","Oman","20:15","Unknown","1.793","N/A","N/A","No","2025-10-10T23:19:15.250Z"
"match_192_1760138355250","Argentina","Venezuela","03:00","Unknown","1.167","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_208_1760138355251","Mexico","Colombia","04:00","Unknown","3.003","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_224_1760138355251","Iraq","Indonesia","22:30","Unknown","1.863","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_240_1760138355251","Canada","Australia","02:30","Unknown","1.813","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_256_1760138355251","Usa","Ecuador","03:30","Unknown","2.483","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_272_1760138355251","Salvador","Panama","04:00","Unknown","5.003","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_320_1760138355252","Niki","Volou","14:00","Unknown","7.003","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_336_1760138355252","Egaleo","Athens","14:00","Unknown","1.127","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_416_1760138355252","Schott","Mainz","15:00","Unknown","1.524","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_448_1760138355253","Grossaspach","Alzenau","15:00","Unknown","1.275","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_496_1760138355254","Aveley","Gateshead","17:00","Unknown","7.805","N/A","N/A","No","2025-10-10T23:19:15.254Z"
"match_528_1760138355254","Spennymoor","Billericay","17:00","Unknown","1.315","N/A","N/A","No","2025-10-10T23:19:15.254Z"
"match_592_1760138355255","Southend","Folkestone","17:00","Unknown","1.544","N/A","N/A","No","2025-10-10T23:19:15.255Z"
"match_624_1760138355255","Llanelli","Town","16:30","Unknown","1.444","N/A","N/A","No","2025-10-10T23:19:15.255Z"
"match_640_1760138355255","Altona","Drochtersen","16:30","Unknown","6.805","N/A","N/A","No","2025-10-10T23:19:15.255Z"
"match_656_1760138355255","Petrin","Plzen","16:30","Unknown","1.215","N/A","N/A","No","2025-10-10T23:19:15.255Z"
"match_816_1760138355258","Gillingham","Cheltenham","17:00","Unknown","1.593","N/A","N/A","No","2025-10-10T23:19:15.258Z"
"match_960_1760138355260","Colombia","U20","23:00","Unknown","2.083","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_976_1760138355260","Tolima","Envigado","23:00","Unknown","1.444","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_1008_1760138355260","Jaguares","Leones","01:10","Unknown","1.314","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_1024_1760138355260","Argentina","U20","02:00","Unknown","3.703","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_1168_1760138355262","Northampton","Rotherham","16:00","Unknown","2.173","N/A","N/A","No","2025-10-10T23:19:15.262Z"
"match_1184_1760138355262","Port","Vale","17:00","Unknown","2.703","N/A","N/A","No","2025-10-10T23:19:15.262Z"
"match_1200_1760138355262","Orient","Doncaster","17:00","Unknown","2.333","N/A","N/A","No","2025-10-10T23:19:15.262Z"
"match_1232_1760138355263","Exeter","Reading","17:00","Unknown","2.853","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1248_1760138355263","Burton","Bolton","17:00","Unknown","4.403","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1264_1760138355263","Wigan","Wycombe","17:00","Unknown","2.653","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1408_1760138355265","U19","Slovenia","16:30","Unknown","3.703","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1424_1760138355265","Mirandes","Leganes","17:15","Unknown","2.952","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1456_1760138355266","Almeria","Zaragoza","19:30","Unknown","1.693","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1568_1760138355267","Farnham","Sutton","14:30","Unknown","2.704","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1584_1760138355267","Afc","York","17:00","Unknown","2.303","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1586_1760138355267","Afc","York","Unknown","Unknown","2.303","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1648_1760138355268","Totton","Truro","17:00","Unknown","2.453","N/A","N/A","No","2025-10-10T23:19:15.268Z"
"match_1680_1760138355268","Southport","Halifax","17:00","Unknown","4.604","N/A","N/A","No","2025-10-10T23:19:15.268Z"
"match_1696_1760138355268","Shields","Spalding","17:00","Unknown","1.554","N/A","N/A","No","2025-10-10T23:19:15.268Z"
"match_1712_1760138355268","Town","Enfield","17:00","Unknown","2.023","N/A","N/A","No","2025-10-10T23:19:15.268Z"
"match_1728_1760138355268","Solihull","Moors","17:00","Unknown","3.303","N/A","N/A","No","2025-10-10T23:19:15.269Z"
"match_1744_1760138355269","Hempstead","Yeovil","17:00","Unknown","2.603","N/A","N/A","No","2025-10-10T23:19:15.269Z"
"match_1776_1760138355269","Kings","Lynn","17:00","Unknown","1.554","N/A","N/A","No","2025-10-10T23:19:15.269Z"
"match_160_1760138355250","Unknown","Unknown","14:00","Unknown","1.843","4.9","N/A","No","2025-10-10T23:19:15.250Z"
"match_162_1760138355250","Unknown","Unknown","Unknown","Unknown","1.843","4.9","N/A","No","2025-10-10T23:19:15.250Z"
"match_560_1760138355254","Unknown","Unknown","17:00","Unknown","1.236","8.8","N/A","No","2025-10-10T23:19:15.254Z"
"match_562_1760138355254","Unknown","Unknown","Unknown","Unknown","1.236","8.8","N/A","No","2025-10-10T23:19:15.254Z"
"match_752_1760138355256","Unknown","Unknown","17:00","Unknown","1.216","8.6","N/A","No","2025-10-10T23:19:15.256Z"
"match_754_1760138355256","Unknown","Unknown","Unknown","Unknown","1.216","8.6","N/A","No","2025-10-10T23:19:15.256Z"
"match_784_1760138355257","Unknown","Unknown","17:00","Unknown","1.147","12","N/A","No","2025-10-10T23:19:15.257Z"
"match_786_1760138355257","Unknown","Unknown","Unknown","Unknown","1.147","12","N/A","No","2025-10-10T23:19:15.257Z"
"match_800_1760138355257","Unknown","Unknown","17:00","Unknown","1.196","9.8","N/A","No","2025-10-10T23:19:15.257Z"
"match_802_1760138355257","Unknown","Unknown","Unknown","Unknown","1.196","9.8","N/A","No","2025-10-10T23:19:15.257Z"
"match_880_1760138355259","Unknown","Unknown","17:30","Unknown","1.584","5.2","N/A","No","2025-10-10T23:19:15.259Z"
"match_992_1760138355260","Unknown","Unknown","00:00","Unknown","1.405","5.8","N/A","No","2025-10-10T23:19:15.260Z"
"match_994_1760138355260","Unknown","Unknown","Unknown","Unknown","1.405","5.8","N/A","No","2025-10-10T23:19:15.260Z"
"match_1104_1760138355262","Unknown","Unknown","03:30","Unknown","1.315","9.6","N/A","No","2025-10-10T23:19:15.262Z"
"match_1120_1760138355262","Unknown","Unknown","04:00","Unknown","1.275","9.4","N/A","No","2025-10-10T23:19:15.262Z"
"match_1520_1760138355266","Unknown","Unknown","02:30","Unknown","3.503","2.23","N/A","No","2025-10-10T23:19:15.266Z"
"match_1552_1760138355267","Unknown","Unknown","22:00","Unknown","1.924","3.45","N/A","No","2025-10-10T23:19:15.267Z"
"match_288_1760138355251","Unknown","Unknown","04:00","Unknown","5.404","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_304_1760138355251","Unknown","Unknown","04:00","Unknown","1.544","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_306_1760138355251","Unknown","Unknown","Unknown","Unknown","1.544","N/A","N/A","No","2025-10-10T23:19:15.251Z"
"match_368_1760138355252","Unknown","Unknown","14:30","Unknown","1.295","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_384_1760138355252","Unknown","Unknown","14:30","Unknown","1.424","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_400_1760138355252","Unknown","Unknown","15:00","Unknown","1.444","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_432_1760138355253","Unknown","Unknown","15:00","Unknown","1.444","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_434_1760138355253","Unknown","Unknown","Unknown","Unknown","1.444","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_480_1760138355253","Unknown","Unknown","15:30","Unknown","5.803","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_482_1760138355253","Unknown","Unknown","Unknown","Unknown","5.803","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_576_1760138355254","Unknown","Unknown","17:00","Unknown","1.404","N/A","N/A","No","2025-10-10T23:19:15.254Z"
"match_608_1760138355255","Unknown","Unknown","16:30","Unknown","5.804","N/A","N/A","No","2025-10-10T23:19:15.255Z"
"match_720_1760138355256","Unknown","Unknown","17:00","Unknown","1.344","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_722_1760138355256","Unknown","Unknown","Unknown","Unknown","1.344","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_736_1760138355256","Unknown","Unknown","17:00","Unknown","5.404","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_738_1760138355256","Unknown","Unknown","Unknown","Unknown","5.404","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_768_1760138355256","Unknown","Unknown","17:00","Unknown","1.554","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_770_1760138355257","Unknown","Unknown","Unknown","Unknown","1.554","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_864_1760138355259","Unknown","Unknown","17:00","Unknown","1.146","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_866_1760138355259","Unknown","Unknown","Unknown","Unknown","1.146","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_912_1760138355259","Unknown","Unknown","19:15","Unknown","1.464","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_914_1760138355259","Unknown","Unknown","Unknown","Unknown","1.464","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_928_1760138355260","Unknown","Unknown","01:00","Unknown","1.265","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_944_1760138355260","Unknown","Unknown","00:00","Unknown","7.004","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_1040_1760138355261","Unknown","Unknown","02:00","Unknown","5.003","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1072_1760138355261","Unknown","Unknown","02:30","Unknown","1.394","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1074_1760138355261","Unknown","Unknown","Unknown","Unknown","1.394","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1088_1760138355261","Unknown","Unknown","02:30","Unknown","1.425","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1090_1760138355261","Unknown","Unknown","Unknown","Unknown","1.425","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1136_1760138355262","Unknown","Unknown","04:00","Unknown","1.673","N/A","N/A","No","2025-10-10T23:19:15.262Z"
"match_1216_1760138355263","Unknown","Unknown","17:00","Unknown","1.833","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1280_1760138355263","Unknown","Unknown","17:00","Unknown","2.143","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1282_1760138355263","Unknown","Unknown","Unknown","Unknown","2.143","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1296_1760138355263","Unknown","Unknown","17:00","Unknown","2.803","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1298_1760138355264","Unknown","Unknown","Unknown","Unknown","2.803","N/A","N/A","No","2025-10-10T23:19:15.264Z"
"match_1312_1760138355264","Unknown","Unknown","17:00","Unknown","4.303","N/A","N/A","No","2025-10-10T23:19:15.264Z"
"match_1314_1760138355264","Unknown","Unknown","Unknown","Unknown","4.303","N/A","N/A","No","2025-10-10T23:19:15.264Z"
"match_1360_1760138355265","Unknown","Unknown","22:00","Unknown","2.702","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1362_1760138355265","Unknown","Unknown","Unknown","Unknown","2.702","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1440_1760138355265","Unknown","Unknown","19:30","Unknown","2.803","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1442_1760138355265","Unknown","Unknown","Unknown","Unknown","2.803","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1488_1760138355266","Unknown","Unknown","18:30","Unknown","2.183","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1490_1760138355266","Unknown","Unknown","Unknown","Unknown","2.183","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1536_1760138355266","Unknown","Unknown","19:45","Unknown","1.843","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1538_1760138355267","Unknown","Unknown","Unknown","Unknown","1.843","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1600_1760138355267","Unknown","Unknown","17:00","Unknown","2.293","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1616_1760138355267","Unknown","Unknown","17:00","Unknown","4.103","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1760_1760138355269","Unknown","Unknown","17:00","Unknown","2.753","N/A","N/A","No","2025-10-10T23:19:15.269Z"
"match_163_1760138355250","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.250Z"
"match_307_1760138355252","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_308_1760138355252","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.252Z"
"match_435_1760138355253","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_436_1760138355253","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_483_1760138355253","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.253Z"
"match_563_1760138355254","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.254Z"
"match_564_1760138355254","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.254Z"
"match_723_1760138355256","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_724_1760138355256","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_739_1760138355256","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_740_1760138355256","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_755_1760138355256","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_756_1760138355256","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.256Z"
"match_771_1760138355257","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_772_1760138355257","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_787_1760138355257","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_788_1760138355257","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_803_1760138355257","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.257Z"
"match_867_1760138355259","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_868_1760138355259","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_915_1760138355259","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_916_1760138355259","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.259Z"
"match_995_1760138355260","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.260Z"
"match_1075_1760138355261","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1076_1760138355261","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1091_1760138355261","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.261Z"
"match_1283_1760138355263","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.263Z"
"match_1299_1760138355264","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.264Z"
"match_1300_1760138355264","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.264Z"
"match_1315_1760138355264","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.264Z"
"match_1363_1760138355265","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1364_1760138355265","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.265Z"
"match_1443_1760138355266","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1444_1760138355266","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1491_1760138355266","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1492_1760138355266","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.266Z"
"match_1539_1760138355267","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1540_1760138355267","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.267Z"
"match_1587_1760138355267","Unknown","Unknown","Unknown","Unknown","N/A","N/A","N/A","No","2025-10-10T23:19:15.267Z"